address,orientation,distance_m
"UNIT 22, 174 PACIFIC HIGHWAY",West,3577.74
"UNIT 26, 55 PACIFIC HIGHWAY",West,3171.54
"UNIT 36, 180 PACIFIC HIGHWAY",West,3629.16
124-130 PACIFIC HIGHWAY,West,3427.2
1 BABBAGE ROAD,North,2260.16
101 BABBAGE ROAD,North,2074.57
11 BABBAGE ROAD,North,2358.87
15 BABBAGE ROAD,North,2366.86
23 BABBAGE ROAD,North,2392.24
25 BABBAGE ROAD,North,2399.1
3 BABBAGE ROAD,North,2277.46
"UNIT 203, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 516, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 119, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 33, 60 STRATHALLEN AVENUE",North-West,657.21
"UNIT 3, 180 PACIFIC HIGHWAY",West,3629.16
"UNIT 10, 184 PACIFIC HIGHWAY",West,3683.01
"UNIT 12, 184 PACIFIC HIGHWAY",West,3683.01
"UNIT 14, 184 PACIFIC HIGHWAY",West,3683.01
62 GRIFFITH AVENUE,North,2435.49
63 GRIFFITH AVENUE,North,2430.8
65 GRIFFITH AVENUE,North,2440.26
7 GRIFFITH AVENUE,North,1981.66
9 GRIFFITH AVENUE,North,1995.08
1 KOONGARA ROAD,North,2232.38
10 KOONGARA ROAD,North,2287.74
25 DUNTROON AVENUE,North,2356.65
26 DUNTROON AVENUE,North,2398.03
29 DUNTROON AVENUE,North,2337.47
3 DUNTROON AVENUE,North,2463.04
108 ROSEVILLE AVENUE,North,2901.39
109 ROSEVILLE AVENUE,North,2876.7
110 ROSEVILLE AVENUE,North,2893.9
111 ROSEVILLE AVENUE,North,2869.54
27 BEDFORD STREET,West,797.58
25 BEDFORD STREET,West,789.48
23 BEDFORD STREET,West,773.43
23A BEDFORD STREET,West,783.96
2 BEDFORD STREET,West,658.03
15 HORSLEY AVENUE,West,981.95
33 CALGA STREET,North,2146.65
34 CALGA STREET,North,2133.09
37 CALGA STREET,North,2177.19
5 CALGA STREET,North,1940.29
6 CALGA STREET,North,1914.25
7 CALGA STREET,North,1955.49
8 CALGA STREET,North,1930.36
3 THE GROVE,West,3431.38
7 DUDLEY AVENUE,North,3211.02
8 DUDLEY AVENUE,North,3306.34
45 BABBAGE ROAD,North,2501.49
14 ALLAN STREET,North,2328.48
16 ALLAN STREET,North,2323.64
17 ALLAN STREET,North,2274.38
4 ALLAN STREET,North,2355.76
5 ALLAN STREET,North,2300.91
4 SUNNYSIDE CRESCENT,West,15.89
41 SUNNYSIDE CRESCENT,South-East,41.51
1 THE BARRICADE,North-East,13.71
15 THE BARRICADE,South-East,8.94
66 BARINGA ROAD,North,733.03
68 BARINGA ROAD,North,734.21
5 HALLSTROM CLOSE,South,1263.94
6 HALLSTROM CLOSE,South,1261.76
7 HALLSTROM CLOSE,North-East,1245.05
11 PADULLA PLACE,North,1165.71
3 PADULLA PLACE,North,1102.35
4 PADULLA PLACE,North,1102.76
5 PADULLA PLACE,North,1124.1
6 PADULLA PLACE,North,1115.17
9 PADULLA PLACE,North,1162.37
11 ROSEBRIDGE AVENUE,North,1795.62
13 ROSEBRIDGE AVENUE,North,1796.91
18 ROSEBRIDGE AVENUE,North,1727.45
21A ROSEBRIDGE AVENUE,North,1806.38
21D ROSEBRIDGE AVENUE,North,1817.24
26 ROSEBRIDGE AVENUE,North,1734.16
27 ROSEBRIDGE AVENUE,North,1827.17
33 ROSEBRIDGE AVENUE,North,1839.04
117 THE BULWARK,West,24.22
12 THE BULWARK,West,15.75
27 THE BULWARK,South,28.15
31 THE BULWARK,East,12.24
32 THE BULWARK,East,29.26
33 THE BULWARK,East,6.59
39 THE BULWARK,South-East,39.88
40 THE BULWARK,South,23.82
14 MIOWERA ROAD,North-East,811.88
8 THE RAMPART,North-East,26.64
15 MIOWERA ROAD,North-East,750.53
16 MIOWERA ROAD,North-East,797.72
18 MIOWERA ROAD,North-East,783.42
2 MIOWERA ROAD,North-East,902.2
5 MIOWERA ROAD,North-East,826.34
7 MIOWERA ROAD,North-East,810.97
8 MIOWERA ROAD,North-East,855.8
1 NAMOI ROAD,North-East,962.94
13 NAMOI ROAD,North-East,870.57
15 NAMOI ROAD,North-East,850.45
17A NAMOI ROAD,North-East,832.4
17 NAMOI ROAD,North-East,839.01
21 NAMOI ROAD,North-East,807.33
23 NAMOI ROAD,North-East,792.98
27 NAMOI ROAD,North-East,764.45
3 NAMOI ROAD,North-East,945.12
7 NAMOI ROAD,North-East,914.04
23 STRATHALLEN AVENUE,North,891.11
24 STRATHALLEN AVENUE,North,957.54
25 STRATHALLEN AVENUE,North,892.15
26 STRATHALLEN AVENUE,North,956.13
31 STRATHALLEN AVENUE,North,876.54
33 STRATHALLEN AVENUE,North,867.89
35 STRATHALLEN AVENUE,North,859.69
36 STRATHALLEN AVENUE,North,799.11
38 STRATHALLEN AVENUE,North,785.04
39 STRATHALLEN AVENUE,North,842.36
14 THE BULWARK,West,18.76
1 EDITH STREET,North,26.33
11 EDITH STREET,North,28.87
13 EDITH STREET,North,30.67
15A EDITH STREET,North,7.58
15 EDITH STREET,North,23.89
17 EDITH STREET,North,41.7
3 THE RAMPART,North-East,24.01
16 THE BULWARK,East,17.06
21 THE BULWARK,South,23.33
23 THE BULWARK,South,23.27
25 THE BULWARK,South,24.83
37 WEEMALA ROAD,North-East,1057.68
39 WEEMALA ROAD,North-East,1034.27
7 WEEMALA ROAD,North-East,1092.85
8 WEEMALA ROAD,North-East,1023.17
10 TUNKS STREET,North,495.83
12 TUNKS STREET,North,479.63
14 TUNKS STREET,North,463.44
16 TUNKS STREET,North-East,450.63
17 TUNKS STREET,North-East,485.58
33 REMBRANDT DRIVE,North,376.42
35 REMBRANDT DRIVE,North,373.4
36 REMBRANDT DRIVE,North,278.99
37 REMBRANDT DRIVE,North,351.58
39 REMBRANDT DRIVE,North,357.97
1 THE QUARTERDECK,North,447.43
25B REMBRANDT DRIVE,North,411.41
29 REMBRANDT DRIVE,North,422.26
32 COBAR STREET,North,1335.55
33 COBAR STREET,North,1295.23
34 COBAR STREET,North,1348.09
35 COBAR STREET,North,1306.27
28 COBAR STREET,North,1312.44
31 COBAR STREET,North,1288.39
39 COBAR STREET,North,1331.85
40 COBAR STREET,North,1386.0
2 DENAWEN AVENUE,North,990.44
13 SALISBURY ROAD,North,874.4
14 SALISBURY ROAD,North,942.97
17 SALISBURY ROAD,North,851.87
5 WALTER STREET,North,1249.27
11 WARNERS AVENUE,North,23.46
15 WARNERS AVENUE,North,26.04
291 EASTERN VALLEY WAY,North,874.78
297 EASTERN VALLEY WAY,North,897.25
299 EASTERN VALLEY WAY,North,915.27
301 EASTERN VALLEY WAY,North,905.59
265 EASTERN VALLEY WAY,North,679.77
267 EASTERN VALLEY WAY,North,700.1
269 EASTERN VALLEY WAY,North,724.12
16 VICTORIA AVENUE,North,743.84
33A CALBINA ROAD,North,893.78
5 NAMOI ROAD,North-East,924.94
30A ORMONDE ROAD,North,2937.77
19C DULWICH ROAD,West,3151.13
19A DULWICH ROAD,West,3140.32
12 DULWICH ROAD,West,3207.73
10 DULWICH ROAD,West,3198.93
"UNIT 1, 1A ARTARMON ROAD",North,1123.08
"UNIT 2, 1A ARTARMON ROAD",North,1123.08
"UNIT 3, 1A ARTARMON ROAD",North,1123.08
"UNIT 4, 1A ARTARMON ROAD",North,1123.08
207 EASTERN VALLEY WAY,North,227.79
17 HORSLEY AVENUE,West,996.48
12 HORSLEY AVENUE,West,931.24
11 HORSLEY AVENUE,West,958.54
10 HORSLEY AVENUE,West,917.26
1 HORSLEY AVENUE,West,896.59
54 HOLLYWOOD CRESCENT,North,691.82
7 TUNKS STREET,North-East,544.9
9 TUNKS STREET,North-East,532.22
10 COORABIN ROAD,North,231.57
89A ROSEVILLE AVENUE,North,3026.19
13 BYORA CRESCENT,North-East,540.35
15 BYORA CRESCENT,North-East,534.16
17 BYORA CRESCENT,North,524.15
19 BYORA CRESCENT,North,508.35
26 BYORA CRESCENT,North-East,398.09
3 BYORA CRESCENT,North-East,512.33
5 BYORA CRESCENT,North-East,523.52
16 CALBINA ROAD,North,959.89
17 CALBINA ROAD,South,917.45
18 CALBINA ROAD,North,962.95
19 CALBINA ROAD,South,914.95
2 CALBINA ROAD,North,946.92
20 CALBINA ROAD,North,966.14
22 CALBINA ROAD,North,986.89
24 CALBINA ROAD,North,992.95
25 CALBINA ROAD,South,908.92
26 CALBINA ROAD,South,992.21
27 CALBINA ROAD,South,907.38
28 CALBINA ROAD,South,991.17
3 CALBINA ROAD,North,895.66
32 CALBINA ROAD,South,989.81
1 MAROOBA ROAD,North,368.61
12 MAROOBA ROAD,North,415.74
7 BARINGA ROAD,North,692.99
91 BARINGA ROAD,North-East,716.78
92 BARINGA ROAD,North-East,771.05
27-33 BOUNDARY STREET,West,2760.71
"UNIT 102, 9 VICTORIA STREET",West,2866.43
22A COVELEE CIRCUIT,East,135.93
34 WARRANE ROAD,West,398.88
32 WARRANE ROAD,West,391.06
30 WARRANE ROAD,West,378.19
28 WARRANE ROAD,West,371.03
186 EASTERN VALLEY WAY,West,131.83
24 WARRANE ROAD,West,346.87
18 WARRANE ROAD,West,330.53
16 WARRANE ROAD,West,325.96
64A VICTORIA AVENUE,West,1137.03
8 WARRANE ROAD,West,309.69
"UNIT 305, 3 VICTORIA STREET",West,2866.43
"UNIT 305, 5 VICTORIA STREET",West,2866.43
26 HORSLEY AVENUE,West,1033.27
24 HORSLEY AVENUE,West,1018.58
23 HORSLEY AVENUE,West,1040.24
"UNIT 101, 54-56 STRATHALLEN AVENUE",North,684.27
9 RAEBURN AVENUE,West,28.55
"UNIT 17, 5 HILL STREET",West,3123.28
3 EDITH STREET,North,26.18
12 RAEBURN AVENUE,West,23.79
5 LINCOLN AVENUE,West,8.08
9 LINCOLN AVENUE,West,43.61
25 THE SCARP,South-East,32.86
66A PACIFIC HIGHWAY,West,3240.63
"UNIT 66, 2 ARTARMON ROAD",North,1237.93
41 SYDNEY STREET,North,1381.62
45 SYDNEY STREET,North,1367.31
61 SYDNEY STREET,North,1328.33
67 SYDNEY STREET,North,1309.35
158 EASTERN VALLEY WAY,North,44.49
160 EASTERN VALLEY WAY,North,44.49
64 PARK AVENUE,North,2579.86
LOT 14 BOUNDARY STREET,West,2441.4
LOT 15 BOUNDARY STREET,West,2441.4
63 ASHLEY STREET,West,2221.12
1 WEETAWAA ROAD,North,634.15
10 WEETAWAA ROAD,North,547.23
11 WEETAWAA ROAD,North,568.93
12 WEETAWAA ROAD,North,531.28
11 STRATHALLEN AVENUE,North,972.38
17 STRATHALLEN AVENUE,North,893.8
2 STRATHALLEN AVENUE,North,1078.33
21 STRATHALLEN AVENUE,North,892.59
37 MINNAMURRA ROAD,North-East,358.5
39 MINNAMURRA ROAD,North-East,361.33
40 MINNAMURRA ROAD,North-East,419.93
43 MINNAMURRA ROAD,North,368.64
44 MINNAMURRA ROAD,North-East,415.7
47 MINNAMURRA ROAD,North,378.06
49A MINNAMURRA ROAD,North,380.35
50 MINNAMURRA ROAD,North-East,415.66
51 MINNAMURRA ROAD,North,378.45
53 MINNAMURRA ROAD,North,379.61
54 MINNAMURRA ROAD,North-East,421.26
56 MINNAMURRA ROAD,North-East,424.61
17 WEEMALA ROAD,North-East,1125.53
18 WEEMALA ROAD,North-East,1053.75
19 WEEMALA ROAD,North-East,1123.7
23 WEEMALA ROAD,North-East,1111.19
26 WEEMALA ROAD,North-East,1032.03
30 WEEMALA ROAD,North-East,1012.86
15 COOLAWIN ROAD,North-East,1121.6
16 COOLAWIN ROAD,North-East,951.35
19 COOLAWIN ROAD,North-East,1093.97
21 COOLAWIN ROAD,North-East,1077.59
22 COOLAWIN ROAD,North-East,931.5
24 COOLAWIN ROAD,North-East,928.57
25 COOLAWIN ROAD,North-East,1054.18
26 COOLAWIN ROAD,North-East,920.17
27 COOLAWIN ROAD,North-East,1022.92
28 COOLAWIN ROAD,North-East,887.58
29 COOLAWIN ROAD,North-East,1015.06
32 COOLAWIN ROAD,North-East,867.08
18 MINNAMURRA ROAD,North-East,402.34
25 MINNAMURRA ROAD,North-East,357.38
29 MINNAMURRA ROAD,North-East,363.73
27 TUNKS STREET,North-East,415.52
29 TUNKS STREET,North-East,404.23
3 TUNKS STREET,North-East,567.64
32 TUNKS STREET,North-East,346.52
34 TUNKS STREET,North-East,330.21
37 TUNKS STREET,North-East,341.18
38 TUNKS STREET,North-East,298.78
39 TUNKS STREET,North-East,324.45
4 TUNKS STREET,North,535.26
1A BELLAMBI STREET,North,549.19
1 BELLAMBI STREET,North,485.91
10 BELLAMBI STREET,North-West,503.38
12 BELLAMBI STREET,North-West,488.7
14 BELLAMBI STREET,North-West,473.95
16 BELLAMBI STREET,North-West,459.39
22 BELLAMBI STREET,North-West,415.73
28 BELLAMBI STREET,North-West,372.67
34A BELLAMBI STREET,North-West,320.34
38 BELLAMBI STREET,North-West,291.57
46 BELLAMBI STREET,North-West,214.44
5 BELLAMBI STREET,North,458.2
7 BELLAMBI STREET,North,444.82
8 BELLAMBI STREET,North-West,517.99
"UNIT 1, 29 HILL STREET",West,3189.86
"UNIT 1, 63 HILL STREET",West,3307.14
51A HILL STREET,West,3275.31
9-11 VICTORIA STREET,West,2866.43
41 BROMBOROUGH ROAD,West,3822.55
42 BROMBOROUGH ROAD,West,3795.26
43 BROMBOROUGH ROAD,West,3831.72
17 DUDLEY AVENUE,North,3188.18
20 DUDLEY AVENUE,North,3242.51
22 DUDLEY AVENUE,North,3242.91
23 DUDLEY AVENUE,North,3174.91
35 LONGFORD STREET,West,4154.7
5 LONGFORD STREET,West,4162.72
6 LONGFORD STREET,West,4103.17
47 PACIFIC HIGHWAY,West,3134.96
"UNIT 2, 49 PACIFIC HIGHWAY",West,3149.16
"UNIT 4, 49 PACIFIC HIGHWAY",West,3149.16
49 PACIFIC HIGHWAY,West,3149.16
20 DUNTROON AVENUE,North,2426.64
21 DUNTROON AVENUE,North,2376.17
"UNIT 36, 5-17 PACIFIC HIGHWAY",West,3008.18
"UNIT 37, 5-17 PACIFIC HIGHWAY",West,3011.94
33 DUNTROON AVENUE,North,2300.08
34 DUNTROON AVENUE,North,2344.52
35 DUNTROON AVENUE,North,2293.32
36 DUNTROON AVENUE,North,2337.68
38 DUNTROON AVENUE,North,2331.62
2A BARAMBAH ROAD,North,1895.2
26A VICTORIA AVENUE,North,790.37
11 BARAMBAH ROAD,North,1907.26
27 BARAMBAH ROAD,North,2021.96
1A WYALONG STREET,North,1176.28
15-17 MARLBOROUGH ROAD,North,816.74
5-7 MARLBOROUGH ROAD,North,867.5
"UNIT 601, 1015 PACIFIC HIGHWAY",West,2877.72
55 HEADLAND ROAD,North,1733.45
8 REMBRANDT DRIVE,North,291.27
79 REMBRANDT DRIVE,North,80.6
6 REMBRANDT DRIVE,North,298.4
16 THE GROVE,West,3596.85
6 WEEMALA ROAD,North-East,1011.38
93A BOUNDARY STREET,North,2330.96
10 BLIGH STREET,North,489.23
12 BLIGH STREET,North,473.25
13A BLIGH STREET,North,470.85
14 BLIGH STREET,North,456.75
16 BLIGH STREET,North,444.23
17A BLIGH STREET,North,415.95
17 BLIGH STREET,North,423.64
18 BLIGH STREET,North,431.5
19 BLIGH STREET,North,406.02
2 BLIGH STREET,North,537.88
20 BLIGH STREET,North,422.91
21 BLIGH STREET,North,394.47
23 BLIGH STREET,North,378.79
24 BLIGH STREET,North,402.47
25 BLIGH STREET,North,362.58
28 BLIGH STREET,North,376.16
3 BLIGH STREET,North,530.63
4A BLIGH STREET,North,525.12
4 BLIGH STREET,North,526.1
5 BLIGH STREET,North,518.99
6 BLIGH STREET,North,513.58
7 BLIGH STREET,North,505.86
8 BLIGH STREET,North,501.32
9 BLIGH STREET,North,492.74
3 LAGUNA ROAD,North-East,857.46
11 DALMENY ROAD,North,581.91
13 DALMENY ROAD,North-East,584.74
14 DALMENY ROAD,North-East,638.76
9 NAMOI ROAD,North-East,899.51
1 NARANI CRESCENT,North,584.78
28 NARANI CRESCENT,North,592.07
3 NARANI CRESCENT,North,585.22
30 NARANI CRESCENT,North,571.33
34 NARANI CRESCENT,North,545.34
38 NARANI CRESCENT,North,521.73
4 NARANI CRESCENT,North,648.1
40 NARANI CRESCENT,North,510.12
42 NARANI CRESCENT,North,489.78
44 NARANI CRESCENT,North,483.57
6 NARANI CRESCENT,North,648.81
7 NARANI CRESCENT,North,587.16
53 STRATHALLEN AVENUE,North,731.33
"UNIT 1, 2A DALMENY ROAD",North,573.92
2 DALMENY ROAD,North,600.44
22 DALMENY ROAD,North-East,620.84
23 DALMENY ROAD,North-East,561.33
27 DALMENY ROAD,North-East,547.21
28 DALMENY ROAD,North-East,606.29
29 DALMENY ROAD,North-East,543.88
"UNIT 30, 60 STRATHALLEN AVENUE",North-West,657.21
3 THE QUARTERDECK,North,474.72
7 THE QUARTERDECK,North,519.81
9-11 THE QUARTERDECK,North,512.13
13 REMBRANDT DRIVE,North,332.09
15 REMBRANDT DRIVE,North,341.99
21 REMBRANDT DRIVE,North,356.71
40 REMBRANDT DRIVE,North,271.14
41 REMBRANDT DRIVE,North,229.88
45 REMBRANDT DRIVE,North,205.59
47 REMBRANDT DRIVE,North,207.06
48 REMBRANDT DRIVE,South-East,247.2
5 REMBRANDT DRIVE,North,330.98
50 REMBRANDT DRIVE,North,229.78
69 REMBRANDT DRIVE,North,113.34
73 REMBRANDT DRIVE,North,91.87
75 REMBRANDT DRIVE,North,84.14
25A REMBRANDT DRIVE,North,399.53
"UNIT 301, 7 VICTORIA STREET",West,2866.43
"UNIT 305, 7 VICTORIA STREET",West,2866.43
20 WINDSOR ROAD,North,102.91
21 WINDSOR ROAD,South-West,92.28
4 WINDSOR ROAD,North,35.81
13 WYALONG STREET,North,1231.14
15A WYALONG STREET,North,1244.08
15 WYALONG STREET,North,1237.67
17 WYALONG STREET,North,1253.74
19 WYALONG STREET,North,1266.55
2 WYALONG STREET,North,1251.9
21 WYALONG STREET,North,1279.54
9 WYALONG STREET,North,1218.08
1 ZARA ROAD,North,1205.14
2 ZARA ROAD,North,1220.44
3 ZARA ROAD,North,1218.83
7 ZARA ROAD,North,1248.61
8 ZARA ROAD,North,1263.3
"UNIT 125, 2 ARTARMON ROAD",North,1222.07
"UNIT 126, 2 ARTARMON ROAD",North,1233.75
"UNIT 132, 2 ARTARMON ROAD",North,1256.84
"UNIT 133, 2 ARTARMON ROAD",North,1251.86
"UNIT 136, 2 ARTARMON ROAD",North,1266.88
"UNIT 137, 2 ARTARMON ROAD",North,1251.85
"UNIT 138, 2 ARTARMON ROAD",North,1249.62
"UNIT 14, 2 ARTARMON ROAD",North,1154.4
"UNIT 141, 2 ARTARMON ROAD",North,1251.85
"UNIT 145, 2 ARTARMON ROAD",North,1251.87
"UNIT 147, 2 ARTARMON ROAD",North,1256.87
"UNIT 148, 2 ARTARMON ROAD",North,1266.89
"UNIT 149, 2 ARTARMON ROAD",North,1251.87
"UNIT 153, 2 ARTARMON ROAD",North,1251.87
"UNIT 154, 2 ARTARMON ROAD",North,1249.64
"UNIT 155, 2 ARTARMON ROAD",North,1256.87
"UNIT 159, 2 ARTARMON ROAD",North,1256.87
"UNIT 160, 2 ARTARMON ROAD",North,1266.91
2B LUCKNOW STREET,North,1311.81
2 LUCKNOW STREET,North,1303.14
23 LUCKNOW STREET,North,1417.54
10 MARLBOROUGH ROAD,North,880.74
11A MARLBOROUGH ROAD,North,826.43
11 MARLBOROUGH ROAD,North,832.61
14 MARLBOROUGH ROAD,North,857.42
"UNIT 219, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 616, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 313, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 501, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 301, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 134, 1015 PACIFIC HIGHWAY",West,2877.72
14 VICTORIA AVENUE,North,731.56
"UNIT 509, 1015 PACIFIC HIGHWAY",West,2877.72
"UNIT 508, 16 ARTARMON ROAD",North,1314.32
"UNIT 8, 57 STRATHALLEN AVENUE",North,701.79
58 MACQUARIE STREET,West,2183.02
60 MACQUARIE STREET,West,2194.87
71 MACQUARIE STREET,West,2124.61
72 MACQUARIE STREET,West,2268.96
73 MACQUARIE STREET,West,2136.64
75 MACQUARIE STREET,West,2148.74
79 MACQUARIE STREET,West,2170.09
15A SUNNYSIDE CRESCENT,South,29.0
15B SUNNYSIDE CRESCENT,South-East,28.24
27 GARDEN PLACE,South-West,60.09
3 GARDEN PLACE,West,59.34
17 ROSEBRIDGE AVENUE,North,1799.97
10 ROSEBRIDGE AVENUE,North,1741.44
5 GARDEN PLACE,West,60.9
23 GARDEN PLACE,North,70.09
2 GARDEN PLACE,North,18.86
20 VICTORIA AVENUE,North,759.79
2 VICTORIA AVENUE,North,651.41
34 VICTORIA AVENUE,North,903.02
28 VICTORIA AVENUE,North,879.33
26 VICTORIA AVENUE,North,790.37
22 HORSLEY AVENUE,West,1003.93
21 HORSLEY AVENUE,West,1025.69
18 HORSLEY AVENUE,West,974.33
4 SUMMERVILLE CRESCENT,West,981.49
6 TYNESIDE AVENUE,West,443.35
58 TYNESIDE AVENUE,North,727.22
57 TYNESIDE AVENUE,North,686.41
56 TYNESIDE AVENUE,North,715.93
54 TYNESIDE AVENUE,North,695.39
53 TYNESIDE AVENUE,North,671.74
50 TYNESIDE AVENUE,North,666.92
39 TYNESIDE AVENUE,North,594.59
38 TYNESIDE AVENUE,North,614.28
14 TYNESIDE AVENUE,North,492.33
185 EASTERN VALLEY WAY,West,152.73
8 GLENROY AVENUE,North,515.78
15 AMAROO AVENUE,North,1087.38
9 SAILORS BAY ROAD,North,706.58
"UNIT 613, 1015 PACIFIC HIGHWAY",West,2877.72
40A CALBINA ROAD,North,985.43
"UNIT 1, 43 STRATHALLEN AVENUE",North,801.41
105A BOUNDARY STREET,North,2267.69
27 SPEARMAN STREET,West,2664.74
112-116 PACIFIC HIGHWAY,West,3394.9
"UNIT 210, 3 VICTORIA STREET",West,2866.43
"UNIT 101, 7 VICTORIA STREET",West,2866.43
"UNIT 307, 7 VICTORIA STREET",West,2866.43
"UNIT 201, 5 VICTORIA STREET",West,2866.43
"UNIT 7, 7 VICTORIA STREET",West,2866.43
"UNIT 201, 7 VICTORIA STREET",West,2866.43
"UNIT 207, 7 VICTORIA STREET",West,2866.43
"UNIT 8, 1 VICTORIA STREET",West,2866.43
"UNIT 202, 1 VICTORIA STREET",West,2866.43
25 HOLLYWOOD CRESCENT,North,775.55
24 HOLLYWOOD CRESCENT,West,856.28
23 HOLLYWOOD CRESCENT,North,788.17
21 HOLLYWOOD CRESCENT,North,799.49
20 HOLLYWOOD CRESCENT,West,886.77
9 BEDFORD STREET,West,730.9
7 BEDFORD STREET,West,727.11
56 BEDFORD STREET,West,845.02
54 BEDFORD STREET,West,837.64
52 BEDFORD STREET,West,830.5
50 BEDFORD STREET,West,823.06
5 BEDFORD STREET,West,721.43
49 BEDFORD STREET,West,881.66
46 BEDFORD STREET,West,808.51
43 BEDFORD STREET,West,858.44
36 BEDFORD STREET,West,774.96
34 BEDFORD STREET,West,768.01
33 BEDFORD STREET,West,819.75
32 BEDFORD STREET,West,761.45
31 BEDFORD STREET,West,812.86
21 EDINBURGH ROAD,North,247.81
2A BEDFORD STREET,West,661.81
17 BEDFORD STREET,West,758.31
15 BEDFORD STREET,West,752.92
11 BEDFORD STREET,West,737.44
11A BEDFORD STREET,West,740.53
10 BEDFORD STREET,West,691.12
1 BEDFORD STREET,West,710.95
250 EASTERN VALLEY WAY,North,542.17
5 ROSEBRIDGE AVENUE,North,1794.3
44 ROSEBRIDGE AVENUE,North,1771.45
42 ROSEBRIDGE AVENUE,North,1782.26
9A AUBREY ROAD,North-East,849.79
2A BARINGA ROAD,North,754.52
31A BARINGA ROAD,North,678.78
46A BARINGA ROAD,North,729.72
64 STRATHALLEN AVENUE,North-West,657.21
39 EDINBURGH ROAD,North,131.79
212 EASTERN VALLEY WAY,East,277.52
208 EASTERN VALLEY WAY,East,264.12
238 EASTERN VALLEY WAY,North,476.8
236 EASTERN VALLEY WAY,North,462.63
214 EASTERN VALLEY WAY,North,285.82
154 EASTERN VALLEY WAY,North,38.05
142 EASTERN VALLEY WAY,North,69.15
138 EASTERN VALLEY WAY,North,91.06
136 EASTERN VALLEY WAY,North,90.68
132 EASTERN VALLEY WAY,North,70.77
128 EASTERN VALLEY WAY,North,50.41
122 EASTERN VALLEY WAY,North,34.79
38 HOLLYWOOD CRESCENT,West,786.31
32 HOLLYWOOD CRESCENT,West,790.75
26 HOLLYWOOD CRESCENT,West,840.54
2 HOLLYWOOD CRESCENT,North,867.63
16 HOLLYWOOD CRESCENT,West,919.63
15 HOLLYWOOD CRESCENT,North,833.98
194 EASTERN VALLEY WAY,West,182.39
190 EASTERN VALLEY WAY,West,157.09
172 EASTERN VALLEY WAY,North,39.45
162 EASTERN VALLEY WAY,North,55.14
1 STEPHEN STREET,North,1414.96
10 STEPHEN STREET,North,1469.36
13 SYDNEY STREET,North,1474.49
23 SYDNEY STREET,North,1436.05
25 SYDNEY STREET,North,1430.78
27 SYDNEY STREET,North,1425.63
29 SYDNEY STREET,North,1420.54
3 SYDNEY STREET,North,1508.55
33 SYDNEY STREET,North,1401.42
35 SYDNEY STREET,North,1396.3
37 SYDNEY STREET,North,1391.23
5 WARNERS AVENUE,North,22.63
9 HARRIS STREET,North,786.05
11 HECTOR ROAD,North,1126.84
12 HECTOR ROAD,North,1115.44
13 HECTOR ROAD,North,1133.49
15 HECTOR ROAD,North,1140.4
16 HECTOR ROAD,North,1129.31
17 HECTOR ROAD,North,1147.07
2 HECTOR ROAD,North,1068.27
20 HECTOR ROAD,North,1143.16
54 HECTOR ROAD,North,1338.87
56 HECTOR ROAD,North,1353.17
57 HECTOR ROAD,North,1328.42
58 HECTOR ROAD,North,1367.84
59 HECTOR ROAD,North,1341.39
6 HECTOR ROAD,North,1086.66
61 HECTOR ROAD,North,1354.88
"UNIT 42, 16 TRAFALGAR AVENUE",West,3526.42
"UNIT 40, 16 TRAFALGAR AVENUE",West,3526.42
"UNIT 15, 5 HILL STREET",West,3123.28
"UNIT 16, 5 HILL STREET",West,3123.28
23 SALISBURY ROAD,North,827.33
24 SALISBURY ROAD,North,902.89
25 SALISBURY ROAD,North,811.54
28 SALISBURY ROAD,North,892.24
3 SALISBURY ROAD,North,928.47
35 SALISBURY ROAD,North,777.65
40 SALISBURY ROAD,North,849.99
21 HECTOR ROAD,North,1160.73
22 HECTOR ROAD,North,1150.01
23 HECTOR ROAD,North,1167.62
28 HECTOR ROAD,North,1171.06
29 HECTOR ROAD,North,1187.94
32 HECTOR ROAD,North,1191.97
33 HECTOR ROAD,North,1201.59
35 HECTOR ROAD,North,1208.61
38 HECTOR ROAD,North,1223.48
40 HECTOR ROAD,North,1237.63
"UNIT 10, 16 TRAFALGAR AVENUE",West,3526.42
"UNIT 4, 16 TRAFALGAR AVENUE",West,3526.42
"UNIT 1, 80 PACIFIC HIGHWAY",West,3275.91
"UNIT 36, 16 TRAFALGAR AVENUE",West,3526.42
11A THE BULWARK,West,10.02
15 CAWARRAH ROAD,North,267.2
2 CAWARRAH ROAD,North,246.87
3 CAWARRAH ROAD,North,257.67
4 CAWARRAH ROAD,North,225.35
5 CAWARRAH ROAD,North,251.32
7 CAWARRAH ROAD,North,261.62
"UNIT 1, 170 PACIFIC HIGHWAY",West,3545.23
"UNIT 20, 174 PACIFIC HIGHWAY",West,3577.74
"UNIT 20, 180 PACIFIC HIGHWAY",West,3629.16
"UNIT 20, 55 PACIFIC HIGHWAY",West,3171.54
